,2015/03/30,Caretta caretta,Fish Hoek
,2015/04/05,Caretta caretta,Muizenberg
,2015/04/05,Caretta caretta,Glencairn
,2015/04/06,Caretta caretta,Simons Town
,2015/04/06,Caretta caretta,Muizenberg
,2015/04/06,Caretta caretta,Simons Town
,2015/04/07,Caretta caretta,Struisbaai
,2015/04/07,Caretta caretta,Muizenberg
,2015/04/07,Caretta caretta,Struisbaai
,2015/04/07,Caretta caretta,Struisbaai
,2015/04/07,Caretta caretta,Arniston
,2015/04/08,Caretta caretta,Muizenberg
,2015/04/08,Caretta caretta,Arniston
,2015/04/08,Caretta caretta,Arniston
,2015/04/09,Caretta caretta,Muizenberg
,2015/04/09,Caretta caretta,Arniston
,2015/04/09,Caretta caretta,Arniston
,2015/04/09,Caretta caretta,Arniston
,2015/04/09,Caretta caretta,Arniston
,2015/04/09,Caretta caretta,Arniston
,2015/04/09,Caretta caretta,Muizenberg
,2015/04/09,Caretta caretta,Arniston
,2015/04/09,Caretta caretta,Arniston
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Tenikwa
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Arniston
,2015/04/10,Caretta caretta,Arniston
,2015/04/10,Caretta caretta,Arniston
,2015/04/10,Caretta caretta,Tenikwa
,2015/04/10,Caretta caretta,Tenikwa
,2015/04/10,Caretta caretta,Arniston
,2015/04/10,Caretta caretta,Muizenberg
,2015/04/10,Caretta caretta,Arniston
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/10,Caretta caretta,Struisbaai
,2015/04/11,Caretta caretta,Muizenberg
,2015/04/11,Caretta caretta,Muizenberg
,2015/04/13,Caretta caretta,Struisbaai
,2015/04/13,Caretta caretta,Arniston
,2015/04/15,Caretta caretta,Struisbaai
,2015/04/16,Caretta caretta,Muizenberg
,2015/04/16,Caretta caretta,Struisbaai
,2015/04/16,Caretta caretta,Struisbaai
,2015/04/16,Caretta caretta,Struisbaai
,2015/04/16,Caretta caretta,Struisbaai
,2015/04/16,Caretta caretta,Struisbaai
,2015/04/16,Caretta caretta,Struisbaai
,2015/04/16,Caretta caretta,Arniston
,2015/04/17,Caretta caretta,Hermanus
,2015/04/17,Caretta caretta,Struisbaai
,2015/04/17,Caretta caretta,Struisbaai
,2015/04/17,Caretta caretta,Struisbaai
,2015/04/17,Caretta caretta,Strandfontein
,2015/04/17,Caretta caretta,Struisbaai
,2015/04/17,Caretta caretta,Struisbaai
